#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
biaoti4017,打造大师,Master Forger,打造大師
biaoti8001,登录奖励,Login Reward,登入獎勵
biaoti8002,普通副本,Normal Stages,普通副本
biaoti8003,宠物养成,Sharpen Your Abilities,寵物養成
biaoti8004,完成抽蛋,Summon,完成抽蛋
biaoti8005,打造装备,Forge your Equipments,打造裝備
biaoti8006,训练宠物,Train Your Monsters,訓練寵物
biaoti8007,完成许愿,Make Many Wishes,完成許願
biaoti8008,挑战难度,A Real Challenge,挑戰難度
biaoti8009,王者争霸,Challenge the Masters,王者爭霸
biaoti8010,点石成金,Money Exchange,點石成金
biaoti8011,活力充沛,Always Energetic,活力充沛
biaoti8012,外出修炼,Adventurer,外出修煉
biaoti8013,友好赠与,Friendly Giver,友好贈與
biaoti8014,公会许愿,Guild Wish,公會許願
biaoti8015,完美一天,A Perfect Day,完美一天
mubiao1001,通关普通副本1-1,Complete Stage 1-1 (Normal),通關普通副本1-1
mubiao1002,通关普通副本1-2,Complete Stage 1-2 (Normal),通關普通副本1-2
mubiao1003,通关普通副本1-3,Complete Stage 1-3 (Normal),通關普通副本1-3
mubiao1004,通关普通副本1-4,Complete Stage 1-4 (Normal),通關普通副本1-4
mubiao1005,通关普通副本1-5,Complete Stage 1-5 (Normal),通關普通副本1-5
mubiao1006,通关普通副本1-6,Complete Stage 1-6 (Normal),通關普通副本1-6
mubiao1007,通关普通副本1-7,Complete Stage 1-7 (Normal),通關普通副本1-7
mubiao1008,通关普通副本1-8,Complete Stage 1-8 (Normal),通關普通副本1-8
mubiao1009,通关普通副本2-1,Complete Stage 2-1 (Normal),通關普通副本2-1
mubiao1010,通关普通副本2-2,Complete Stage 2-2 (Normal),通關普通副本2-2
mubiao1011,通关普通副本2-3,Complete Stage 2-3 (Normal),通關普通副本2-3
mubiao1012,通关普通副本2-4,Complete Stage 2-4 (Normal),通關普通副本2-4
mubiao1013,通关普通副本2-5,Complete Stage 2-5 (Normal),通關普通副本2-5
mubiao1014,通关普通副本2-6,Complete Stage 2-6 (Normal),通關普通副本2-6
mubiao1015,通关普通副本2-7,Complete Stage 2-7 (Normal),通關普通副本2-7
mubiao1016,通关普通副本2-8,Complete Stage 2-8 (Normal),通關普通副本2-8
mubiao1017,通关普通副本3-1,Complete Stage 3-1 (Normal),通關普通副本3-1
mubiao1018,通关普通副本3-2,Complete Stage 3-2 (Normal),通關普通副本3-2
mubiao1019,通关普通副本3-3,Complete Stage 3-3 (Normal),通關普通副本3-3
mubiao1020,通关普通副本3-4,Complete Stage 3-4 (Normal),通關普通副本3-4
mubiao1021,通关普通副本3-5,Complete Stage 3-5 (Normal),通關普通副本3-5
mubiao1022,通关普通副本3-6,Complete Stage 3-6 (Normal),通關普通副本3-6
mubiao1023,通关普通副本3-7,Complete Stage 3-7 (Normal),通關普通副本3-7
mubiao1024,通关普通副本3-8,Complete Stage 3-8 (Normal),通關普通副本3-8
mubiao1025,通关普通副本4-1,Complete Stage 4-1 (Normal),通關普通副本4-1
mubiao1026,通关普通副本4-2,Complete Stage 4-2 (Normal),通關普通副本4-2
mubiao1027,通关普通副本4-3,Complete Stage 4-3 (Normal),通關普通副本4-3
mubiao1028,通关普通副本4-4,Complete Stage 4-4 (Normal),通關普通副本4-4
mubiao1029,通关普通副本4-5,Complete Stage 4-5 (Normal),通關普通副本4-5
mubiao1030,通关普通副本4-6,Complete Stage 4-6 (Normal),通關普通副本4-6
mubiao1031,通关普通副本4-7,Complete Stage 4-7 (Normal),通關普通副本4-7
mubiao1032,通关普通副本4-8,Complete Stage 4-8 (Normal),通關普通副本4-8
mubiao1033,玩家等级达到25级,Achieving player's LVL 25,玩家等級達到25級
mubiao1034,通关普通副本5-1,Complete Stage 5-1 (Normal),通關普通副本5-1
mubiao1035,通关普通副本5-2,Complete Stage 5-2 (Normal),通關普通副本5-2
mubiao1036,通关普通副本5-3,Complete Stage 5-3 (Normal),通關普通副本5-3
mubiao1037,通关普通副本5-4,Complete Stage 5-4 (Normal),通關普通副本5-4
mubiao1038,通关普通副本5-5,Complete Stage 5-5 (Normal),通關普通副本5-5
mubiao1039,通关普通副本5-6,Complete Stage 5-6 (Normal),通關普通副本5-6
mubiao1040,通关普通副本5-7,Complete Stage 5-7 (Normal),通關普通副本5-7
mubiao1041,通关普通副本5-8,Complete Stage 5-8 (Normal),通關普通副本5-8
mubiao1042,玩家等级达到32级,Achieving player's LVL 32,玩家等級達到32級
mubiao1043,通关普通副本6-1,Complete Stage 6-1 (Normal),通關普通副本6-1
mubiao1044,通关普通副本6-2,Complete Stage 6-2 (Normal),通關普通副本6-2
mubiao1045,通关普通副本6-3,Complete Stage 6-3 (Normal),通關普通副本6-3
mubiao1046,通关普通副本6-4,Complete Stage 6-4 (Normal),通關普通副本6-4
mubiao1047,通关普通副本6-5,Complete Stage 6-5 (Normal),通關普通副本6-5
mubiao1048,通关普通副本6-6,Complete Stage 6-6 (Normal),通關普通副本6-6
mubiao1049,通关普通副本6-7,Complete Stage 6-7 (Normal),通關普通副本6-7
mubiao1050,通关普通副本6-8,Complete Stage 6-8 (Normal),通關普通副本6-8
mubiao1051,玩家等级达到40级,Achieving player's LVL 40,玩家等級達到40級
mubiao1052,通关普通副本7-1,Complete Stage 7-1 (Normal),通關普通副本7-1
mubiao1053,通关普通副本7-2,Complete Stage 7-2 (Normal),通關普通副本7-2
mubiao1054,通关普通副本7-3,Complete Stage 7-3 (Normal),通關普通副本7-3
mubiao1055,通关普通副本7-4,Complete Stage 7-4 (Normal),通關普通副本7-4
mubiao1056,玩家等级达到45级,Achieving player's LVL 45,玩家等級達到45級
mubiao1057,通关普通副本7-5,Complete Stage 7-5 (Normal),通關普通副本7-5
mubiao1058,通关普通副本7-6,Complete Stage 7-6 (Normal),通關普通副本7-6
mubiao1059,通关普通副本7-7,Complete Stage 7-7 (Normal),通關普通副本7-7
mubiao1060,通关普通副本7-8,Complete Stage 7-8 (Normal),通關普通副本7-8
mubiao1061,玩家等级达到50级,Achieving player's LVL 50,玩家等級達到50級
mubiao1062,通关普通副本8-1,Complete Stage 8-1 (Normal),通關普通副本8-1
mubiao1063,通关普通副本8-2,Complete Stage 8-2 (Normal),通關普通副本8-2
mubiao1064,通关普通副本8-3,Complete Stage 8-3 (Normal),通關普通副本8-3
mubiao1065,通关普通副本8-4,Complete Stage 8-4 (Normal),通關普通副本8-4
mubiao1066,玩家等级达到55级,Achieving player's LVL 55,玩家等級達到55級
mubiao1067,通关普通副本8-5,Complete Stage 8-5 (Normal),通關普通副本8-5
mubiao1068,通关普通副本8-6,Complete Stage 8-6 (Normal),通關普通副本8-6
mubiao1069,通关普通副本8-7,Complete Stage 8-7 (Normal),通關普通副本8-7
mubiao1070,通关普通副本8-8,Complete Stage 8-8 (Normal),通關普通副本8-8
mubiao1071,玩家等级达到60级,Achieving player's LVL 60,玩家等級達到60級
mubiao2001,合成宠物花魄,Craft Monster Flower Pixie,合成寵物花魄
mubiao2002,合成宠物曼陀罗,Craft Monster Mandrake,合成寵物曼陀羅
mubiao2003,使用一次信仰之力,Use Mytho Essence once,使用一次信仰之力
mubiao2004,升级宠物技能2次,Upgrade your monsters' abilities twice,升級寵物技能2次
mubiao2005,宠物穿戴1件装备,Equip an equipment once,寵物穿戴1件裝備
mubiao2006,合成宠物狼人,Craft Monster Werewolf,合成寵物狼人
mubiao2007,升级宠物至5级,Upgrade a monster to LVL 5,升級寵物至5級
mubiao2008,同一只宠物穿戴2件装备,Equip 2 pieces of equipment on a monster,同一只寵物穿戴2件裝備
mubiao5009,领取第一章普通难度全部星级奖励,Received rewards for All 3 Stars in Chapter 1 of Story Mode,領取第一章普通難度全部星級獎勵
mubiao2010,打造装备3次,Forge your Equipment 3 times,打造裝備3次
mubiao2011,完成1次日常任务,Complete a daily quest,完成1次日常任務
mubiao2012,扫荡普通副本2-1,Raid Stage 2-1 (Normal),掃蕩普通副本2-1
mubiao2013,完成3次日常任务,Complete 3 daily quests,完成3次日常任務
mubiao2014,升级宠物至10级,Upgrade a monster to LVL 10,升級寵物至10級
mubiao2015,完成1次愿望树,Complete a Wishing Tree stage,完成1次願望樹
mubiao2016,完成竞技场3次,Complete 3 Arena games,完成競技場3次
mubiao2017,宠物升阶至绿色品质,Upgrade a monster to Green Quality,寵物升階至綠色品質
mubiao2018,升级宠物至14级,Upgrade a monster to LVL 14,升級寵物至14級
mubiao2019,2只宠物升阶至绿色品质,Upgrade 2 monster to Green Quality,2只寵物升階至綠色品質
mubiao2020,升级宠物至17级,Upgrade a monster to LVL 17,升級寵物至17級
mubiao2021,升级宠物至20级,Upgrade a monster to LVL 20,升級寵物至20級
mubiao2022,宠物升阶至蓝色品质,Upgrade a monster to Blue Quality,寵物升階至藍色品質
mubiao2023,升级宠物至30级,Upgrade a monster to LVL 30,升級寵物至30級
mubiao2024,2只宠物升阶至蓝色品质,Upgrade 2 monster to Blue Quality,2只寵物升階至藍色品質
mubiao2025,1只宠物升阶至紫色品质,Upgrade a monster to Purple Quality,1只寵物升階至紫色品質
mubiao2026,升级宠物至45级,Upgrade a monster to LVL 45,升級寵物至45級
mubiao2027,1只宠物升阶至橙色品质,Upgrade a monster to Orange Quality,1只寵物升階至橙色品質
mubiao3001,通关挑战副本1-1,Complete Stage 1-1 (Heroic),通關挑戰副本1-1
mubiao3002,通关挑战副本1-2,Complete Stage 1-2 (Heroic),通關挑戰副本1-2
mubiao3003,通关挑战副本1-3,Complete Stage 1-3 (Heroic),通關挑戰副本1-3
mubiao3004,通关挑战副本1-4,Complete Stage 1-4 (Heroic),通關挑戰副本1-4
mubiao3005,通关挑战副本1-5,Complete Stage 1-5 (Heroic),通關挑戰副本1-5
mubiao3006,通关挑战副本1-6,Complete Stage 1-6 (Heroic),通關挑戰副本1-6
mubiao3007,通关挑战副本1-7,Complete Stage 1-7 (Heroic),通關挑戰副本1-7
mubiao3008,通关挑战副本1-8,Complete Stage 1-8 (Heroic),通關挑戰副本1-8
mubiao3009,通关挑战副本2-1,Complete Stage 2-1 (Heroic),通關挑戰副本2-1
mubiao3010,通关挑战副本2-2,Complete Stage 2-2 (Heroic),通關挑戰副本2-2
mubiao3011,通关挑战副本2-3,Complete Stage 2-3 (Heroic),通關挑戰副本2-3
mubiao3012,通关挑战副本2-4,Complete Stage 2-4 (Heroic),通關挑戰副本2-4
mubiao3013,通关挑战副本2-5,Complete Stage 2-5 (Heroic),通關挑戰副本2-5
mubiao3014,通关挑战副本2-6,Complete Stage 2-6 (Heroic),通關挑戰副本2-6
mubiao3015,通关挑战副本2-7,Complete Stage 2-7 (Heroic),通關挑戰副本2-7
mubiao3016,通关挑战副本2-8,Complete Stage 2-8 (Heroic),通關挑戰副本2-8
mubiao3017,通关挑战副本3-1,Complete Stage 3-1 (Heroic),通關挑戰副本3-1
mubiao3018,通关挑战副本3-2,Complete Stage 3-2 (Heroic),通關挑戰副本3-2
mubiao3019,通关挑战副本3-3,Complete Stage 3-3 (Heroic),通關挑戰副本3-3
mubiao3020,通关挑战副本3-4,Complete Stage 3-4 (Heroic),通關挑戰副本3-4
mubiao3021,通关挑战副本3-5,Complete Stage 3-5 (Heroic),通關挑戰副本3-5
mubiao3022,通关挑战副本3-6,Complete Stage 3-6 (Heroic),通關挑戰副本3-6
mubiao3023,通关挑战副本3-7,Complete Stage 3-7 (Heroic),通關挑戰副本3-7
mubiao3024,通关挑战副本3-8,Complete Stage 3-8 (Heroic),通關挑戰副本3-8
mubiao3025,通关挑战副本4-1,Complete Stage 4-1 (Heroic),通關挑戰副本4-1
mubiao3026,通关挑战副本4-2,Complete Stage 4-2 (Heroic),通關挑戰副本4-2
mubiao3027,通关挑战副本4-3,Complete Stage 4-3 (Heroic),通關挑戰副本4-3
mubiao3028,通关挑战副本4-4,Complete Stage 4-4 (Heroic),通關挑戰副本4-4
mubiao3029,通关挑战副本4-5,Complete Stage 4-5 (Heroic),通關挑戰副本4-5
mubiao3030,通关挑战副本4-6,Complete Stage 4-6 (Heroic),通關挑戰副本4-6
mubiao3031,通关挑战副本4-7,Complete Stage 4-7 (Heroic),通關挑戰副本4-7
mubiao3032,通关挑战副本4-8,Complete Stage 4-8 (Heroic),通關挑戰副本4-8
mubiao3033,通关挑战副本5-1,Complete Stage 5-1 (Heroic),通關挑戰副本5-1
mubiao3034,通关挑战副本5-2,Complete Stage 5-2 (Heroic),通關挑戰副本5-2
mubiao3035,通关挑战副本5-3,Complete Stage 5-3 (Heroic),通關挑戰副本5-3
mubiao3036,通关挑战副本5-4,Complete Stage 5-4 (Heroic),通關挑戰副本5-4
mubiao3037,通关挑战副本5-5,Complete Stage 5-5 (Heroic),通關挑戰副本5-5
mubiao3038,通关挑战副本5-6,Complete Stage 5-6 (Heroic),通關挑戰副本5-6
mubiao3039,通关挑战副本5-7,Complete Stage 5-7 (Heroic),通關挑戰副本5-7
mubiao3040,通关挑战副本5-8,Complete Stage 5-8 (Heroic),通關挑戰副本5-8
mubiao3041,通关挑战副本6-1,Complete Stage 6-1 (Heroic),通關挑戰副本6-1
mubiao3042,通关挑战副本6-2,Complete Stage 6-2 (Heroic),通關挑戰副本6-2
mubiao3043,通关挑战副本6-3,Complete Stage 6-3 (Heroic),通關挑戰副本6-3
mubiao3044,通关挑战副本6-4,Complete Stage 6-4 (Heroic),通關挑戰副本6-4
mubiao3045,通关挑战副本6-5,Complete Stage 6-5 (Heroic),通關挑戰副本6-5
mubiao3046,通关挑战副本6-6,Complete Stage 6-6 (Heroic),通關挑戰副本6-6
mubiao3047,通关挑战副本6-7,Complete Stage 6-7 (Heroic),通關挑戰副本6-7
mubiao3048,通关挑战副本6-8,Complete Stage 6-8 (Heroic),通關挑戰副本6-8
mubiao4001,打造装备5次,Forge an equipment 5 times,打造裝備5次
mubiao4002,同一只宠物穿戴3件装备,Equip 3 equipments on a single monster,同一只寵物穿戴3件裝備
mubiao4003,打造装备10次,Forge an equipment 10 times,打造裝備10次
mubiao4004,强化打造装备至绿色品质,Forge an equipment to green quality,強化打造裝備至綠色品質
mubiao4005,同一只宠物穿戴2件绿色装备,Equip 2 green quality equipments on a single monster,同一只寵物穿戴2件綠色裝備
mubiao4006,强化打造装备至蓝色品质,Forge an equipment to blue quality,強化打造裝備至藍色品質
mubiao4007,为装备开孔1次,Open Slots on an equipment ,為裝備開孔1次
mubiao4008,为装备镶嵌纹章1次,Attach an Insignia on an equipment,為裝備鑲嵌紋章1次
mubiao4009,强化打造3件装备至蓝色品质,Forge 3 equipments to blue quality,強化打造3件裝備至藍色品質
mubiao4010,为装备开孔10次,Open 10 Insignia Slots,為裝備開孔10次
mubiao4011,强化打造5件装备至蓝色品质,Forge 5 equipments to blue quality,強化打造5件裝備至藍色品質
mubiao4012,强化打造1件装备至紫色品质,Forge an equipment to purple quality,強化打造1件裝備至紫色品質
mubiao4013,合成1次2级纹章,Combine and create a Level 2 Insignia,合成1次2級紋章
mubiao4014,强化打造3件装备至紫色品质,Forge 3 equipments to purple quality,強化打造3件裝備至紫色品質
mubiao4015,合成3次2级纹章,Combine and create 3 Level 2 Insignias,合成3次2級紋章
mubiao4016,合成1次3级纹章,Combine and create a Level 3 Insignia,合成1次3級紋章
mubiao4017,强化打造1件装备至橙色品质,Forge an equipment to orange quality,強化打造1件裝備至橙色品質
mubiao8001,每日首次登录后领取,Daily free login reward,每日首次登入後領取
mubiao8002,通关10次普通副本,Complete 10 Stages (Normal),通關10次普通副本
mubiao8003,升级宠物技能3次,Upgrade a monster's ability 3 times,升級寵物技能3次
mubiao8004,完成3次金币抽蛋,Complete Dawn Summon 3 times,完成3次金幣抽蛋
mubiao8005,打造装备1次,Forge an equipment once,打造裝備1次
mubiao8006,使用3次信仰之力,Apply Mytho Essence 3 times,使用3次信仰之力
mubiao8007,完成3次愿望树,Complete Wishing Tree Stages 3 times,完成3次願望樹
mubiao8008,通关3次挑战副本,Complete 3 Stages (Heroic),通關3次挑戰副本
mubiao8009,完成竞技场5次,Complete 5 Arena games,完成競技場5次
mubiao8010,钻石换金币1次,Complete Diamonds for Coins Exchange,鑽石換金幣1次
mubiao8011,使用1次活力药,Consume 1 Energy Package,使用1次活力藥
mubiao8012,领取1次大冒险奖励,Collect 1 Adventure Reward,領取1次大冒險獎勵
mubiao8013,完成3次公会赠活力,Giveaway Energy to 3 Guild members,完成3次公會贈活力
mubiao8014,完成1次公会许愿,Complete 1 Guild Wish,完成1次公會許願
mubiao8015,完成14个日常任务,Complete 14 Daily Quests,完成14個日常任務
mubiao8017,完成2次米达斯宫,Complete Palace of Midas 2 times,完成2次米達斯宮
mubiao8018,完成2次至福乐土,Complete Fields of Elysium 2 times,完成2次至福樂土
chengjiu30001,收集碎片1,Collect Fragments 1,收集碎片1
